Id,IsDeleted,MasterRecordId,LastName,FirstName,Salutation,Name,Title,Company,Street,City,State,PostalCode,Country,Latitude,Longitude,GeocodeAccuracy,Address,Phone,Email,Website,PhotoUrl,Description,LeadSource,Status,Industry,Rating,AnnualRevenue,NumberOfEmployees,OwnerId,IsConverted,ConvertedDate,ConvertedAccountId,ConvertedContactId,ConvertedOpportunityId,IsUnreadByOwner,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawContactId,CompanyDunsNumber,DandbCompanyId,EmailBouncedReason,EmailBouncedDate,IndividualId,External_id__c,Branch__c,Home_Phone__c,Gender__c
00QEc00000BBaehMAD,,,Henderson,Bonnie,Mr.,Bonnie Henderson,,001Ec00000GINb1IAH,3354 Charles Extensions,Carrollmouth,WY,22681,US,,,,"{""city"":""Carrollmouth"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""22681"",""state"":""WY"",""street"":""3354 Charles Extensions""}",4235722477,bonnie.henderson@example.com,,/services/images/photo/00QEc00000BBaehMAD,,Referral,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2023-03-02,,,,,,,,,,crm_lead_10,a00Ec000009WFusIAG,246050153,female
00QEc00000BBaeiMAD,,,Johnson,Dana,Mr.,Dana Johnson,,001Ec00000GINb1IAH,7713 Swanson Wells Suite 032,North Matthew,MA,23823,US,,,,"{""city"":""North Matthew"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""23823"",""state"":""MA"",""street"":""7713 Swanson Wells Suite 032""}",9590587572,dana.johnson@example.com,,/services/images/photo/00QEc00000BBaeiMAD,,Referral,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2022-06-06,,,,,,,,,,crm_lead_11,a00Ec000009WFutIAG,739404367,female
00QEc00000BBaejMAD,,,Clark,Leslie,Ms.,Leslie Clark,,001Ec00000GINb1IAH,68243 Valenzuela Road,Lake Melissa,ME,95407,US,,,,"{""city"":""Lake Melissa"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95407"",""state"":""ME"",""street"":""68243 Valenzuela Road""}",9990129849,leslie.clark@example.com,,/services/images/photo/00QEc00000BBaejMAD,,Cold Call,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_12,a00Ec000009WFurIAG,6560064425,female
00QEc00000BBaekMAD,,,Ross,Rita,Mr.,Rita Ross,,001Ec00000GINb1IAH,5449 Melissa Route Suite 932,Philipberg,HI,63867,US,,,,"{""city"":""Philipberg"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""63867"",""state"":""HI"",""street"":""5449 Melissa Route Suite 932""}",8848477153,rita.ross@example.com,,/services/images/photo/00QEc00000BBaekMAD,,Referral,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_13,a00Ec000009WFusIAG,6954065886,female
00QEc00000BBaelMAD,,,Morris,Brian,Mr.,Brian Morris,,001Ec00000GINb1IAH,9842 Perry Meadows,Christopherfurt,LA,30299,US,,,,"{""city"":""Christopherfurt"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""30299"",""state"":""LA"",""street"":""9842 Perry Meadows""}",7522553660,brian.morris@example.com,,/services/images/photo/00QEc00000BBaelMAD,,Referral,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_14,a00Ec000009WFuqIAG,1604348749,male
00QEc00000BBaemMAD,,,Baker,Erin,Dr.,Erin Baker,,001Ec00000GINb1IAH,963 Aaron Port Apt. 011,Helenville,MP,70507,US,,,,"{""city"":""Helenville"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""70507"",""state"":""MP"",""street"":""963 Aaron Port Apt. 011""}",4346161258,erin.baker@example.com,,/services/images/photo/00QEc00000BBaemMAD,,Cold Call,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2022-06-25,,,,,,,,,,crm_lead_15,a00Ec000009WFusIAG,2324287712,female
00QEc00000BBaenMAD,,,Wiley,Luis,Dr.,Luis Wiley,,001Ec00000GINb1IAH,59968 Robbins Spur,Dianaburgh,VA,61968,US,,,,"{""city"":""Dianaburgh"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""61968"",""state"":""VA"",""street"":""59968 Robbins Spur""}",7049775688,luis.wiley@example.com,,/services/images/photo/00QEc00000BBaenMAD,,Referral,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2022-10-15,,,,,,,,,,crm_lead_16,a00Ec000009WFusIAG,6437711341,male
00QEc00000BBaeoMAD,,,Ellis,Joseph,Mrs.,Joseph Ellis,,001Ec00000GINb1IAH,46303 Don Drive Apt. 384,New Steven,OH,1820,US,,,,"{""city"":""New Steven"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""1820"",""state"":""OH"",""street"":""46303 Don Drive Apt. 384""}",6160463165,joseph.ellis@example.com,,/services/images/photo/00QEc00000BBaeoMAD,,Online Form,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_17,a00Ec000009WFupIAG,1745584886,male
00QEc00000BBaepMAD,,,Kim,Rick,Ms.,Rick Kim,,001Ec00000GINb1IAH,7244 Santiago Burgs,South Eric,IN,81445,US,,,,"{""city"":""South Eric"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""81445"",""state"":""IN"",""street"":""7244 Santiago Burgs""}",833244360,rick.kim@example.com,,/services/images/photo/00QEc00000BBaepMAD,,Cold Call,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_18,a00Ec000009WFurIAG,453654306,male
00QEc00000BBaeqMAD,,,Smith,Kyle,Mr.,Kyle Smith,,001Ec00000GINb1IAH,2090 Marshall Manor,South Lauren,KS,17064,US,,,,"{""city"":""South Lauren"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""17064"",""state"":""KS"",""street"":""2090 Marshall Manor""}",2148854178,kyle.smith@example.com,,/services/images/photo/00QEc00000BBaeqMAD,,Referral,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2023-08-04,,,,,,,,,,crm_lead_19,a00Ec000009WFurIAG,8190140420,male
00QEc00000BBaerMAD,,,Horton,Richard,Dr.,Richard Horton,,001Ec00000GINb1IAH,5406 Pratt Lakes,Port Marieport,PA,25201,US,,,,"{""city"":""Port Marieport"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""25201"",""state"":""PA"",""street"":""5406 Pratt Lakes""}",6509545467,richard.horton@example.com,,/services/images/photo/00QEc00000BBaerMAD,,Cold Call,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2022-04-09,,,,,,,,,,crm_lead_20,a00Ec000009WFurIAG,7972979546,male
00QEc00000BBaesMAD,,,Peterson,Jeffrey,Ms.,Jeffrey Peterson,,001Ec00000GINb1IAH,5570 Hughes Junctions,Jacksonchester,FL,63833,US,,,,"{""city"":""Jacksonchester"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""63833"",""state"":""FL"",""street"":""5570 Hughes Junctions""}",5114912051,jeffrey.peterson@example.com,,/services/images/photo/00QEc00000BBaesMAD,,Cold Call,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2022-09-17,,,,,,,,,,crm_lead_21,a00Ec000009WFuqIAG,9257822334,male
00QEc00000BBaetMAD,,,Simmons,Lindsay,Dr.,Lindsay Simmons,,001Ec00000GINb1IAH,34856 Jackson Forest,Starkfurt,GU,6949,US,,,,"{""city"":""Starkfurt"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""6949"",""state"":""GU"",""street"":""34856 Jackson Forest""}",5416226079,lindsay.simmons@example.com,,/services/images/photo/00QEc00000BBaetMAD,,Referral,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_22,a00Ec000009WFupIAG,180697128,female
00QEc00000BBaeuMAD,,,Jones,Sherry,Ms.,Sherry Jones,,001Ec00000GINb1IAH,212 Sean Lock,Lake Kristopher,KS,78889,US,,,,"{""city"":""Lake Kristopher"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78889"",""state"":""KS"",""street"":""212 Sean Lock""}",3180701046,sherry.jones@example.com,,/services/images/photo/00QEc00000BBaeuMAD,,Referral,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2022-04-07,,,,,,,,,,crm_lead_23,a00Ec000009WFuqIAG,1274018489,female
00QEc00000BBaevMAD,,,Robinson,Bruce,Mrs.,Bruce Robinson,,001Ec00000GINb1IAH,55990 Clark Inlet Apt. 005,North Charles,DC,81365,US,,,,"{""city"":""North Charles"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""81365"",""state"":""DC"",""street"":""55990 Clark Inlet Apt. 005""}",8741595864,bruce.robinson@example.com,,/services/images/photo/00QEc00000BBaevMAD,,Cold Call,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2023-05-03,,,,,,,,,,crm_lead_24,a00Ec000009WFurIAG,9055233972,male
00QEc00000BBaewMAD,,,Orozco,Lauren,Ms.,Lauren Orozco,,001Ec00000GINb1IAH,89577 Jacqueline Cove,Lake Haleyport,TX,61089,US,,,,"{""city"":""Lake Haleyport"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""61089"",""state"":""TX"",""street"":""89577 Jacqueline Cove""}",482753810,lauren.orozco@example.com,,/services/images/photo/00QEc00000BBaewMAD,,Referral,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_25,a00Ec000009WFuqIAG,8832994793,female
00QEc00000BBaexMAD,,,Thompson,Michael,Dr.,Michael Thompson,,001Ec00000GINb1IAH,80468 Jones Loaf,Rodgerston,PW,31591,US,,,,"{""city"":""Rodgerston"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""31591"",""state"":""PW"",""street"":""80468 Jones Loaf""}",1464628384,michael.thompson@example.com,,/services/images/photo/00QEc00000BBaexMAD,,Cold Call,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_26,a00Ec000009WFuqIAG,6302995759,male
00QEc00000BBaeyMAD,,,Pierce,Michael,Mr.,Michael Pierce,,001Ec00000GINb1IAH,3080 Shawn Rue,Rogerside,KS,18981,US,,,,"{""city"":""Rogerside"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""18981"",""state"":""KS"",""street"":""3080 Shawn Rue""}",6024080382,michael.pierce@example.com,,/services/images/photo/00QEc00000BBaeyMAD,,Referral,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_27,a00Ec000009WFupIAG,2642375252,male
00QEc00000BBaezMAD,,,Jefferson,Jennifer,Mr.,Jennifer Jefferson,,001Ec00000GINb1IAH,973 Adams Courts,East Olivia,CT,30405,US,,,,"{""city"":""East Olivia"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""30405"",""state"":""CT"",""street"":""973 Adams Courts""}",5934108472,jennifer.jefferson@example.com,,/services/images/photo/00QEc00000BBaezMAD,,Referral,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2023-11-29,,,,,,,,,,crm_lead_28,a00Ec000009WFutIAG,4320390518,female
00QEc00000BBaf0MAD,,,Jones,Amber,Dr.,Amber Jones,,001Ec00000GINb1IAH,20906 Juan Center Apt. 582,Henryfort,FM,14360,US,,,,"{""city"":""Henryfort"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""14360"",""state"":""FM"",""street"":""20906 Juan Center Apt. 582""}",3559271886,amber.jones@example.com,,/services/images/photo/00QEc00000BBaf0MAD,,Cold Call,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2022-01-28,,,,,,,,,,crm_lead_29,a00Ec000009WFutIAG,6163163337,female
00QEc00000BBaf1MAD,,,Ortega,Samantha,Dr.,Samantha Ortega,,001Ec00000GINb1IAH,772 Brian Burg,Martinmouth,IA,46117,US,,,,"{""city"":""Martinmouth"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""46117"",""state"":""IA"",""street"":""772 Brian Burg""}",7082930376,samantha.ortega@example.com,,/services/images/photo/00QEc00000BBaf1MAD,,Referral,Qualified,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-23T17:49:49.000+0000,2021-11-19,,,,,,,,,,crm_lead_30,a00Ec000009WFusIAG,7526082215,female
00QEc00000BBaf2MAD,,,Patterson,Charles,Ms.,Charles Patterson,,001Ec00000GINb1IAH,02222 Briana Lock Suite 491,Laurafurt,PA,24231,US,,,,"{""city"":""Laurafurt"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""24231"",""state"":""PA"",""street"":""02222 Briana Lock Suite 491""}",1799232937,charles.patterson@example.com,,/services/images/photo/00QEc00000BBaf2MAD,,Referral,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_31,a00Ec000009WFuqIAG,9142695379,male
00QEc00000BBaf3MAD,,,Henderson,Andrew,Mr.,Andrew Henderson,,001Ec00000GINb1IAH,4079 Rhodes Road,East Waltertown,SC,54682,US,,,,"{""city"":""East Waltertown"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""54682"",""state"":""SC"",""street"":""4079 Rhodes Road""}",5456793107,andrew.henderson@example.com,,/services/images/photo/00QEc00000BBaf3MAD,,Online Form,Working,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_32,a00Ec000009WFurIAG,2006386371,male
00QEc00000BBaf4MAD,,,Harding,Daniel,Ms.,Daniel Harding,,001Ec00000GINb1IAH,6914 Dennis Parks Suite 116,Butlerside,WI,63043,US,,,,"{""city"":""Butlerside"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""63043"",""state"":""WI"",""street"":""6914 Dennis Parks Suite 116""}",3348522172,daniel.harding@example.com,,/services/images/photo/00QEc00000BBaf4MAD,,Cold Call,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_33,a00Ec000009WFutIAG,2837437167,male
00QEc00000BBaf5MAD,,,Anderson,Angel,Ms.,Angel Anderson,,001Ec00000GINb1IAH,67839 Jordan Ports,West Angelaland,SD,22697,US,,,,"{""city"":""West Angelaland"",""country"":""US"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""22697"",""state"":""SD"",""street"":""67839 Jordan Ports""}",1992103880,angel.anderson@example.com,,/services/images/photo/00QEc00000BBaf5MAD,,Referral,New,,,,,005Ec000004oBPNIA2,,,,,,1,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,005Ec000004oBPNIA2,2024-01-22T20:36:47.000+0000,,,,,,,,,,,crm_lead_34,a00Ec000009WFuqIAG,4140920367,male
